galaxy,R_kpc,Vobs_kms,log_gobs_a0,log_gbar_a0
IC4202,14.11,250.0,0.07781805703268413,-0.2188749367204205
IC4202,14.59,242.0,0.0350404935103677,-0.23842141344751014
IC4202,14.98,244.0,0.030732892756967903,-0.2538106758650378
IC4202,15.75,248.0,0.02308785696976999,-0.2845840838000548
IC4202,16.52,249.0,0.0058537046500660665,-0.3154220963185201
IC4202,17.1,246.0,-0.019660842742438813,-0.3391882266391001
IC4202,17.88,241.0,-0.056868375867205334,-0.37135367588059726
IC4202,18.65,247.0,-0.0538198761824182,-0.4025770213666266
IC4202,19.62,234.0,-0.12280223478068726,-0.44029721285014134
IC4202,20.78,249.0,-0.0937817955867292,-0.4790792177515666
IC4202,22.13,236.0,-0.16769235454408807,-0.5184859865750244
IC4202,23.0,245.0,-0.1519306138455712,-0.544515781584401
IC4202,23.58,243.0,-0.16986620011948908,-0.5616506987416694
IC4202,25.03,238.0,-0.21384188205224258,-0.6110908919038592
IC4202,25.9,247.0,-0.19644080411896359,-0.6410987918391812
KK98-251,0.25,4.25,-1.7096970951284578,-2.0831485953751328
KK98-251,0.41,6.84,-1.5112065998365463,-1.9084368338157114
KK98-251,0.57,9.56,-1.3634940176773345,-1.785836068422679
KK98-251,0.74,12.3,-1.2579564434092236,-1.647492764494338
KK98-251,0.9,15.1,-1.1648235614100293,-1.5585963454175344
KK98-251,1.07,17.5,-1.111842626869664,-1.4757654544413479
KK98-251,1.24,19.7,-1.0730241793960924,-1.4086668570856615
KK98-251,1.4,21.8,-1.0377499950260716,-1.3669909361425325
KK98-251,1.57,24.4,-0.9896549462888181,-1.3425595694372419
KK98-251,1.72,27.3,-0.93173809938308,-1.3248584062828657
KK98-251,1.89,30.3,-0.8821114937256773,-1.3163812057234237
KK98-251,2.06,32.6,-0.8559669667903187,-1.318657203224117
KK98-251,2.46,33.3,-0.9145815866477827,-1.3559886109147126
KK98-251,2.79,34.6,-0.9359869522450877,-1.4010940535303837
KK98-251,3.13,34.2,-0.9960270719912216,-1.4835998311994458
NGC0024,0.21,17.4,-0.4096557447257631,-0.6493787479977798
NGC0024,0.32,31.0,-0.09096153720840387,-0.5497900561325965
NGC0024,0.43,36.1,-0.0869889983253139,-0.5520174925653037
NGC0024,0.54,46.0,0.0245869569831363,-0.5290573734622627
NGC0024,0.64,58.0,0.15214106658494414,-0.5303959897731919
NGC0024,0.74,63.4,0.16641184947544596,-0.5278093675088519
NGC0024,0.85,71.9,0.21550390849442924,-0.5131037033828277
NGC0024,0.96,76.4,0.21538053755476816,-0.4942743530841028
NGC0024,1.07,78.1,0.18738334351234776,-0.48062581385703385
NGC0024,1.17,80.5,0.17487095243253217,-0.47211075383191553
NGC0024,1.28,82.8,0.16031575736484868,-0.4623270185756005
NGC0024,1.38,85.6,0.15653349639602668,-0.45399637252856667
NGC0024,1.48,88.0,0.1501686823483366,-0.44276624658368435
NGC0024,1.59,92.0,0.1576435838136158,-0.43963265988623745
NGC0024,1.7,92.4,0.1323600745048962,-0.43855889446560586
NGC0024,1.8,95.1,0.13255358221447852,-0.44534122284906935
NGC0024,1.91,96.5,0.11948631288281432,-0.45339198143806947
NGC0024,2.02,101.0,0.13475643156161815,-0.46820732622962535
NGC0024,2.13,99.9,0.10221642645618369,-0.48295259786905886
NGC0024,2.23,103.0,0.10883463980514048,-0.49784331701395457
NGC0024,2.34,104.0,0.09631587463037464,-0.5105864126377149
NGC0024,2.44,107.0,0.10284278247464658,-0.5233679130002958
NGC0024,2.54,107.0,0.08539889219343796,-0.5375819230418045
NGC0024,2.65,106.0,0.05883091003568942,-0.5529715457089694
NGC0024,2.76,107.0,0.04932352674815838,-0.5684377604386887
NGC0024,7.07,104.0,-0.383887681756382,-1.104997909632481
NGC0024,8.49,106.0,-0.44683090627145544,-1.2602746328819243
NGC0024,9.91,109.0,-0.4897556051610713,-1.4063836120593094
NGC0024,11.27,110.0,-0.5376734922866997,-1.533006962976385
NGC0055,1.23,28.7,-0.7426762645284565,-0.9068165041546172
NGC0055,1.84,37.6,-0.6829770797112577,-0.888780804793653
NGC0055,2.46,43.1,-0.6905155133389592,-0.9028797225330238
NGC0055,3.07,50.1,-0.6559978702997382,-0.9171033070935505
NGC0055,3.68,58.1,-0.6060305004498995,-0.9268388471335753
NGC0055,4.3,64.6,-0.5815383661464617,-0.9369027661409074
NGC0055,4.91,68.5,-0.5882352956951606,-0.9594410737408432
NGC0055,5.52,72.3,-0.5921974296971805,-0.9846331005434643
NGC0055,6.14,74.2,-0.6158955071401568,-1.0119191865617696
NGC0055,6.75,78.9,-0.6036847129692275,-1.038729504539406
NGC0055,7.37,82.4,-0.6041480110218631,-1.0633571167555642
NGC0055,7.98,84.3,-0.618882688658288,-1.0867549196032236
NGC0055,8.59,85.4,-0.6396123690102755,-1.1053906285354833
NGC0055,9.21,85.3,-0.6708965144188461,-1.131626057724991
NGC0055,9.82,86.8,-0.6836069839910092,-1.163440064577149
NGC0055,10.43,85.4,-0.723903513605564,-1.1973623881794577
NGC0055,11.05,85.4,-0.7489814832001627,-1.238919843127039
NGC0055,11.66,86.2,-0.764218965330613,-1.2776008278463817
NGC0055,12.28,86.1,-0.7877270104548826,-1.30490270368117
NGC0055,12.89,87.4,-0.7957649986416403,-1.3257383755430594
NGC0055,13.5,86.5,-0.8248365001224209,-1.3406230968019106
NGC0100,0.23,6.81,-1.2639685587490657,-1.2673647719303782
NGC0100,0.69,20.0,-0.8053240459663361,-0.9621200088953354
NGC0100,1.15,33.0,-0.59220490715488,-0.8591612924514254
NGC0100,1.59,42.7,-0.5090763208274469,-0.839431133798928
NGC0100,2.05,49.9,-0.4840877163660177,-0.8488485905254464
NGC0100,2.51,55.5,-0.47962270179272887,-0.8620658791199994
NGC0100,2.97,61.9,-0.45791009783401965,-0.8751360668637098
NGC0100,3.42,67.9,-0.4388215040521749,-0.8933121919999714
NGC0100,3.88,73.1,-0.42953191823552955,-0.9372104219540425
NGC0100,4.34,76.1,-0.44325536252840825,-0.9880448927924143
NGC0100,4.79,77.8,-0.46691126599222865,-1.0337238765059187
NGC0100,5.24,79.0,-0.492612050959887,-1.0773964995983691
NGC0100,5.7,78.5,-0.5346704887390297,-1.1301528387343047
NGC0100,6.16,79.8,-0.5541098760200098,-1.1840264142167485
NGC0100,7.16,83.4,-0.5811158675894214,-1.287356411087432
NGC0100,7.52,84.6,-0.5900120610706384,-1.3185407002089158
NGC0100,7.98,86.1,-0.6005315350004632,-1.355610454338856
NGC0100,8.44,87.5,-0.6108612871380719,-1.387142194048401
NGC0100,8.9,89.0,-0.6191449399121305,-1.4145722948529909
NGC0100,9.35,90.4,-0.6270096964788344,-1.437531183677673
NGC0100,9.62,91.2,-0.6317203419380238,-1.4469962251266673
NGC0247,1.08,34.6,-0.5238065044584398,-1.196760775373123
NGC0247,1.61,47.0,-0.431165106717458,-1.1156567373599107
NGC0247,2.15,59.1,-0.35779844471013783,-1.103645816633134
NGC0247,2.7,64.4,-0.38212697599640627,-1.109055982710706
NGC0247,3.22,67.4,-0.4190710251822345,-1.1046059694713075
NGC0247,3.77,69.8,-0.457165451516514,-1.104304789487186
NGC0247,4.31,71.3,-0.4968331570140437,-1.1048019115231063
NGC0247,4.85,73.2,-0.5252545230425232,-1.113488279589243
NGC0247,5.38,75.1,-0.5480373482150956,-1.1316669673779696
NGC0247,5.92,78.5,-0.551117339789458,-1.1443890690034138
NGC0247,6.46,81.4,-0.5575186547737248,-1.1512455920107079
NGC0247,6.99,83.5,-0.5696391713355204,-1.1525755913191849
NGC0247,7.53,87.1,-0.5652936127424175,-1.1475715886061795
NGC0247,8.07,90.7,-0.5601939071589233,-1.149121593911482
NGC0247,8.62,93.1,-0.5661428504190708,-1.1523713338547505
NGC0247,9.14,95.9,-0.5658439279495475,-1.151525365492041
NGC0247,9.69,98.4,-0.5688685267451256,-1.1517114589549213
NGC0247,10.23,101.0,-0.5697678327039184,-1.1550477493703897
NGC0247,10.76,103.0,-0.5746727684770692,-1.1611673278379933
NGC0247,11.3,104.0,-0.5875467114429023,-1.1728645932666777
NGC0247,11.84,105.0,-0.5995080508040681,-1.1919400658525952
NGC0247,12.38,105.0,-0.6188769931012663,-1.2164522083648255
NGC0247,12.91,105.0,-0.6370825906835874,-1.2480821924547745
NGC0247,13.48,106.0,-0.6476131082268038,-1.2862973472951025
NGC0247,14.01,108.0,-0.6481255708689184,-1.3251965958823182
NGC0247,14.54,107.0,-0.672331797709643,-1.3646691670125533
NGC0289,1.5,164.0,0.6850614904826713,0.46069594473957753
NGC0289,2.52,194.0,0.6056679725218648,0.43967085688330576
NGC0289,3.46,175.0,0.3784650520227691,0.26053695005787897
NGC0289,4.32,185.0,0.33032476343407224,0.1834528438379101
NGC0289,5.43,175.0,0.18274132122669873,0.08764583769175092
NGC0289,6.38,167.0,0.07207731701696103,-0.023041691278964528
NGC0289,7.57,176.0,0.0433945095711836,-0.15386623891216406
NGC0289,10.6,185.0,-0.05949735501578585,-0.4154849367915284
NGC0289,13.57,183.0,-0.17621261475592137,-0.6015373948978882
NGC0289,16.64,172.0,-0.3186313746966506,-0.7571762593249869
NGC0289,19.71,161.0,-0.4495698187727871,-0.8688155420975308
NGC0289,22.68,156.0,-0.537928800068989,-0.9421274210241214
NGC0289,25.75,159.0,-0.57651793129335,-1.0138974492585962
NGC0289,28.72,173.0,-0.5506271758697151,-1.088814904428513
NGC0289,31.79,177.0,-0.5748789417482029,-1.1290717120180471
NGC0289,34.77,179.0,-0.6040335752805154,-1.1582247230373868
NGC0289,37.84,181.0,-0.6311289245484294,-1.202626143042653
NGC0289,40.81,182.0,-0.6591587653601646,-1.2432500380767257
NGC0289,43.88,182.0,-0.6906587894895672,-1.2924537983403876
NGC0289,46.85,180.0,-0.7286995315742282,-1.3416738327205178
NGC0289,49.92,177.0,-0.7708629905077976,-1.390324650543684
NGC0289,52.99,175.0,-0.806652768698784,-1.4343480817768732
NGC0289,55.96,172.0,-0.8453557585617354,-1.4744149816127254
NGC0289,59.03,168.0,-0.8889891663265124,-1.521311189854631
NGC0289,62.0,158.0,-0.9636124621464519,-1.5749993559846756
NGC0289,65.07,158.0,-0.9846015793820536,-1.6280719585480934
NGC0289,68.05,166.0,-0.9611469000162866,-1.6736404251487904
NGC0289,71.12,165.0,-0.985558806091388,-1.718527616403254
NGC0300,0.91,33.1,-0.4879203513266994,-0.8314339169070826
NGC0300,1.36,46.7,-0.3634400937950364,-0.8550413151358042
NGC0300,1.82,53.9,-0.36542880416864065,-0.8823109154936901
NGC0300,2.27,58.8,-0.38580615159788895,-0.8937375565843649
NGC0300,2.72,65.6,-0.3692961718399214,-0.9151136916248949
NGC0300,3.17,70.8,-0.3695276933952567,-0.9525720905989031
NGC0300,3.63,82.1,-0.2997552573542742,-0.9997155416827842
NGC0300,4.08,84.1,-0.3296031180510988,-1.0433734314118241
NGC0300,4.54,83.4,-0.38325869813866975,-1.0752716210372244
NGC0300,4.99,81.5,-0.44432027470047997,-1.1172644954214803
NGC0300,5.45,80.8,-0.4901087272845133,-1.1628248825209329
NGC0300,5.9,82.8,-0.5033262846294272,-1.194451518041695
NGC0300,6.36,88.2,-0.4810548919418177,-1.191803643386766
NGC0300,6.81,88.5,-0.5077955170741776,-1.1861184609167856
NGC0300,7.26,88.4,-0.5365670372309908,-1.1894437103269124
NGC0300,7.71,88.2,-0.5646521543443609,-1.211785273190149
NGC0300,8.17,89.5,-0.5771109324576348,-1.2549259380028797
NGC0300,8.62,89.7,-0.5984573262935718,-1.303348312791878
NGC0300,9.07,93.7,-0.582663051841582,-1.344803849597233
NGC0300,9.53,97.0,-0.5740843786628799,-1.381445991601896
NGC0300,9.96,96.2,-0.6004441409051161,-1.428441874785959
NGC0300,10.45,94.8,-0.6340345623279836,-1.4791081991403396
NGC0300,10.93,92.5,-0.6748716430286807,-1.5278173275121245
NGC0300,11.32,92.8,-0.6872854209715719,-1.5684423619272252
NGC0300,11.8,93.5,-0.6987937321181332,-1.6022755942328122
NGC0801,1.17,123.0,0.543089414575591,0.5904497276021872
NGC0801,1.56,142.0,0.5429171438546081,0.5847048286415433
NGC0801,1.96,205.0,0.7627167041979893,0.5708336764154051
NGC0801,2.73,228.0,0.7111721004031083,0.5400237138400612
NGC0801,3.52,238.0,0.6380763040778497,0.4836067485303574
NGC0801,10.59,229.0,0.1262400580152477,-0.02800242644489698
NGC0801,17.65,225.0,-0.11091462005815957,-0.32288624609072475
NGC0801,24.61,220.0,-0.2748011986154332,-0.5136850726281277
NGC0801,31.67,222.0,-0.376477061027678,-0.6284171608728808
NGC0801,38.74,219.0,-0.47580633325989863,-0.7711166552382112
NGC0801,45.8,214.0,-0.5685728778625307,-0.9234722287359398
NGC0801,52.86,216.0,-0.6227546030508729,-1.0394081198148895
NGC0801,59.82,216.0,-0.6764738529504808,-1.1152014182483663
NGC0891,0.92,234.0,1.2061089409176873,1.1907818806915829
NGC0891,2.32,192.0,0.6325795259591563,0.8691132061892473
NGC0891,3.24,212.0,0.5735917650938475,0.767675288978419
NGC0891,4.17,223.0,0.5079387245655206,0.6038284645222577
NGC0891,5.1,222.0,0.4166008262462977,0.4582558350361512
NGC0891,6.03,224.0,0.35164377797113106,0.33859876017507184
NGC0891,6.96,224.0,0.2893518505007203,0.24209688510185443
NGC0891,7.89,226.0,0.24260492852833832,0.14879081734272648
NGC0891,8.8,226.0,0.19519925958758988,0.07913121221131732
NGC0891,9.73,227.0,0.15540392756085028,-0.005001967171374976
NGC0891,10.64,227.0,0.1165751398701728,-0.07447404493843161
NGC0891,11.58,224.0,0.06825253071986491,-0.13607384181168033
NGC0891,12.52,220.0,0.018706086212958384,-0.20193127261460422
NGC0891,13.46,218.0,-0.020667019235791693,-0.2501923371635765
NGC0891,14.4,217.0,-0.053977970955233906,-0.30269840288649924
NGC0891,15.33,216.0,-0.08516959910955663,-0.3572428681036314
NGC0891,16.27,210.0,-0.13548391002606347,-0.41027220157079053
NGC0891,17.11,208.0,-0.1656582861726204,-0.458918711537739
NGC1003,1.25,47.0,-0.32124924369366475,-0.4539072313021351
NGC1003,2.08,59.5,-0.33756435006270563,-0.5591650942344212
NGC1003,2.9,71.6,-0.32110689984028823,-0.5651620562266734
NGC1003,3.73,77.6,-0.36052033584935395,-0.6301427192949774
NGC1003,4.56,83.4,-0.3851676879460008,-0.6890903983544068
NGC1003,5.39,89.7,-0.3945388256555978,-0.7532932199958868
NGC1003,6.22,93.8,-0.417919654489733,-0.8626744505074287
NGC1003,7.04,99.0,-0.42483721650405565,-0.9429122144319927
NGC1003,7.87,103.0,-0.43883522950576337,-1.0013153837696651
NGC1003,8.7,100.0,-0.5080541991756617,-1.0633584496279904
NGC1003,9.54,98.3,-0.5629762855968672,-1.1263685071756795
NGC1003,10.34,98.4,-0.597065288452284,-1.1894798345906892
NGC1003,11.21,94.5,-0.6672769421334905,-1.2408326503353937
NGC1003,11.98,94.9,-0.6924593397557506,-1.2778674991706709
NGC1003,12.85,95.3,-0.7192522729477038,-1.3179976096410377
NGC1003,13.72,96.9,-0.7332415038262455,-1.35696701040294
NGC1003,14.49,97.2,-0.7542708021756687,-1.3920715246591444
NGC1003,15.36,100.0,-0.7549261622525365,-1.4304821938523458
NGC1003,16.13,104.0,-0.742102635348444,-1.4670787412206363
NGC1003,17.0,104.0,-0.7649171893377564,-1.4919178767431873
NGC1003,17.78,105.0,-0.776088105051362,-1.5382103832291487
NGC1003,18.65,109.0,-0.7643607868205023,-1.5794740407226788
NGC1003,19.52,110.0,-0.7762293895712662,-1.6363548287200103
NGC1003,20.29,107.0,-0.8170494382199699,-1.6692236622277834
NGC1003,21.16,106.0,-0.843438879390651,-1.7027306162068563
NGC1003,21.93,106.0,-0.8589618477050257,-1.743751102237323
NGC1003,22.8,108.0,-0.8596222825835977,-1.7837353599436674
NGC1003,23.67,109.0,-0.8678802086048787,-1.831843732472529
NGC1003,24.44,110.0,-0.8738507778111099,-1.8424631314798783
NGC1003,25.31,110.0,-0.8890417213988474,-1.8720830199355396
NGC1003,26.08,110.0,-0.9020571633004758,-1.902070156437188
NGC1003,26.95,113.0,-0.8929368291129613,-1.8943915081464955
NGC1003,27.73,114.0,-0.8976751134619596,-1.8404062220738722
NGC1003,28.6,112.0,-0.9264649343457231,-1.8408426323716367
NGC1003,29.47,113.0,-0.931758195440129,-1.8071619421331988
NGC1003,30.24,115.0,-0.9277210526789887,-1.7719002919753852
NGC1090,0.35,20.9,-0.47231041868521084,-0.03775131096118107
NGC1090,1.07,61.7,-0.01734839617576951,0.08524217072342398
NGC1090,1.6,81.3,0.047526161975168305,0.04087210608886901
NGC1090,3.7,124.0,0.0501066997004319,-0.12309902450100667
NGC1090,5.09,156.0,0.11099646781512121,-0.20311990799305296
NGC1090,6.61,166.0,0.051479770037426674,-0.25230231569134187
NGC1090,8.17,165.0,-0.04578911466164618,-0.31237372545038167
NGC1090,9.11,174.0,-0.046954826964842024,-0.37023763711037083
NGC1090,10.37,164.0,-0.15462600685068845,-0.43412530026401236
NGC1090,11.28,176.0,-0.12981871057606706,-0.4569051215288117
NGC1090,13.62,174.0,-0.2216135575686102,-0.5381282270132448
NGC1090,15.04,168.0,-0.295164219360941,-0.6010066938777283
NGC1090,16.37,166.0,-0.3423674498888745,-0.6634309731023648
NGC1090,17.59,167.0,-0.3683678437193379,-0.7243922510293945
NGC1090,18.8,167.0,-0.39725985352555654,-0.7793501429914333
NGC1090,20.13,165.0,-0.43741083301788514,-0.8360758708824391
NGC1090,21.35,165.0,-0.4629649374902734,-0.8847732677488134
NGC1090,22.57,165.0,-0.4870986172069927,-0.9286702386818059
NGC1090,23.89,165.0,-0.5117832078791086,-0.9720406729677397
NGC1090,25.11,163.0,-0.54400645046205,-1.0065462300165975
NGC1090,26.33,162.0,-0.5699557765778495,-1.0375779431735435
NGC1090,27.65,162.0,-0.5912000531124985,-1.0689127564798346
NGC1090,28.87,162.0,-0.6099517013525019,-1.0953210403431115
NGC1090,30.09,160.0,-0.6387171689852742,-1.1232984070273582
NGC1705,0.22,50.2,0.49044980691078915,-0.14452009162477522
NGC1705,0.66,62.2,0.19950188728272547,-0.31414186365007724
NGC1705,1.11,72.4,0.10561920705059301,-0.515309149101379
NGC1705,1.55,73.2,-0.02984448261055103,-0.7266255982429227
NGC1705,2.0,72.9,-0.14410988558507526,-0.9067913846291717
NGC1705,2.45,72.6,-0.23582778952138836,-1.0717597536799628
NGC1705,2.89,71.5,-0.3208207057114299,-1.2154321188801172
NGC1705,3.34,71.1,-0.38854221190907506,-1.343974049329906
NGC1705,3.78,71.4,-0.4386303228419198,-1.455229451897989
NGC1705,4.22,71.5,-0.48523531391655594,-1.5380006413798146
NGC1705,4.66,71.5,-0.5283087796448822,-1.6086243200136643
NGC1705,5.11,71.3,-0.5707767869880249,-1.6699069982714634
NGC1705,5.56,71.8,-0.6013608496545001,-1.727477443320024
NGC1705,6.0,71.5,-0.6380741133385257,-1.7514844913415188
NGC2366,0.12,4.2,-1.401217611808867,-1.7674944439257168
NGC2366,0.36,9.41,-1.1776582004698166,-1.3293808128290607
NGC2366,0.59,15.3,-0.9700040965639899,-1.2285276650137147
NGC2366,0.83,18.4,-0.9579773929140443,-1.1629041142052035
NGC2366,1.07,23.4,-0.8594870094219672,-1.135809927957143
NGC2366,1.31,28.1,-0.7883936024026478,-1.122277042977547
NGC2366,1.54,33.1,-0.7163996798420689,-1.125953330082503
NGC2366,1.79,37.5,-0.6733254420814987,-1.1239632462194915
NGC2366,2.02,40.5,-0.6589762695743299,-1.1193458780612462
NGC2366,2.26,42.3,-0.6699626509543595,-1.1338557731929575
NGC2366,2.49,45.2,-0.6544574240300154,-1.1643977676697657
NGC2366,2.74,47.4,-0.6547288260292611,-1.191507958229572
NGC2366,2.97,48.1,-0.6770012431265922,-1.2044648718538693
NGC2366,3.21,48.8,-0.698200334956494,-1.2184864726496973
NGC2366,3.44,50.7,-0.6950774704619015,-1.2332477042466816
NGC2366,3.69,52.1,-0.7018858661170547,-1.2539281063320147
NGC2366,3.92,53.0,-0.7132692743759224,-1.271721558783901
NGC2366,4.16,53.7,-0.7276797057846748,-1.2972903523994672
NGC2366,4.4,51.2,-0.7934477010915693,-1.3208261405323654
NGC2366,4.64,51.6,-0.8097535238575013,-1.342235964388313
NGC2366,4.87,51.5,-0.8324494496892956,-1.3526436568608422
NGC2366,5.11,50.4,-0.8720947738007054,-1.3652886273821587
NGC2366,5.35,48.5,-0.9254052513737443,-1.3854090886737622
NGC2366,5.59,50.0,-0.9180067457714289,-1.4100601672542048
NGC2366,5.82,49.0,-0.9530657711499044,-1.4388741730413692
NGC2366,6.06,49.4,-0.9635536728760355,-1.4618342982765384
NGC2403,0.16,24.5,0.005677239516096889,-0.3423346439651138
NGC2403,0.26,35.3,0.11204111624778387,-0.18825101532215152
NGC2403,0.36,43.2,0.14613004630549362,-0.0807773807209765
NGC2403,0.46,52.0,0.20071390903098096,-0.024047565459587316
NGC2403,0.56,60.9,0.25251161170250697,-0.007034041979997138
NGC2403,0.66,65.8,0.24837290512899907,-0.028020279028322104
NGC2403,0.76,71.7,0.2616897724977656,-0.04801693054167766
NGC2403,0.86,74.6,0.24244425714472662,-0.07758682755559526
NGC2403,0.96,74.6,0.19467147534872592,-0.1007236058550138
NGC2403,1.06,76.6,0.17461672744339435,-0.11775671719115935
NGC2403,1.16,78.5,0.15674637770654343,-0.13052444370941746
NGC2403,1.27,83.4,0.16999343376247728,-0.14043859967819727
NGC2403,1.36,86.4,0.1709536300305258,-0.13870810427021368
NGC2403,1.47,87.4,0.14717058396358673,-0.14479887699368899
NGC2403,1.57,90.3,0.1469409016607346,-0.1458262732935247
NGC2403,1.67,93.3,0.14851186978837333,-0.1424344863521924
NGC2403,1.77,93.3,0.12325507457414996,-0.14145005919617343
NGC2403,1.87,95.2,0.11689734367540651,-0.14445693725683578
NGC2403,1.97,97.2,0.11233135713391296,-0.14788533914273483
NGC2403,2.08,99.1,0.10554902745074583,-0.1513729918240581
NGC2403,2.18,98.2,0.07723153541225121,-0.15277499172416176
NGC2403,2.28,98.2,0.05775318201640233,-0.1666133134353094
NGC2403,2.37,98.2,0.040939683006752256,-0.18747288869228174
NGC2403,2.47,97.2,0.014100630035840197,-0.20990852546351538
NGC2403,2.57,98.2,0.005754905685561579,-0.23044944300848044
NGC2403,2.68,98.2,-0.0124467650119327,-0.2535276237360353
NGC2403,2.78,98.2,-0.0283567669012202,-0.27330632554224216
NGC2403,2.88,99.1,-0.035780125345723474,-0.2922220736695774
NGC2403,2.98,100.0,-0.042751210633298536,-0.3091822008891448
NGC2403,3.08,102.0,-0.03988531953365241,-0.3231192783768692
NGC2403,3.19,101.0,-0.06368288204893917,-0.3375813380834521
NGC2403,3.29,101.0,-0.07708809694173242,-0.3468985739802845
NGC2403,3.39,103.0,-0.07306019534978105,-0.3546922396646936
NGC2403,3.49,107.0,-0.05259281814580393,-0.36279992035220565
NGC2403,3.59,110.0,-0.04084402481891229,-0.37324360356962993
NGC2403,3.69,112.0,-0.037125267375740394,-0.3806746632724194
NGC2403,3.79,114.0,-0.03336445385217042,-0.3907700851158639
NGC2403,3.9,118.0,-0.015835538971291658,-0.4040763978527728
NGC2403,3.99,118.0,-0.025743827631540702,-0.41534848485740034
NGC2403,4.47,118.0,-0.07507845507672892,-0.4698294120010597
NGC2403,4.97,121.0,-0.0993205946574752,-0.5258162300964158
NGC2403,5.47,124.0,-0.11967890256600394,-0.580559369117495
NGC2403,5.96,125.0,-0.14996118028116684,-0.6366516410112959
NGC2403,6.46,126.0,-0.17802637431700155,-0.6914084197325537
NGC2403,6.96,126.0,-0.2104030959324796,-0.7375266171664154
