galaxy,R_kpc,Vobs_kms,log_gobs_a0,log_gbar_a0
NGC6195,16.35,250.0,0.01382731379072707,-0.07544916490513852
NGC6195,17.92,253.0,-0.015631909531513867,-0.1177847145908825
NGC6195,19.1,258.0,-0.026328901878310475,-0.1463019137550323
NGC6195,22.52,254.0,-0.11143589949647577,-0.24368485380073443
NGC6195,26.05,256.0,-0.16786274356888742,-0.3625094997729138
NGC6195,29.48,255.0,-0.22498206487614678,-0.475677741746621
NGC6195,33.0,244.0,-0.3122692337574719,-0.5766828716575246
NGC6195,36.43,246.0,-0.3481239035922009,-0.6496158206107112
NGC6503,0.76,77.0,0.3236329115071291,-0.0484686361563197
NGC6503,1.52,100.0,0.2496214654981842,0.13291310188130123
NGC6503,2.28,110.0,0.15631557675895308,0.08499759119213085
NGC6503,3.04,118.0,0.09235548444645376,-0.08815802131872498
NGC6503,3.79,121.0,0.018396584107784525,-0.2654151206965937
NGC6503,4.55,121.0,-0.06097560258125548,-0.417800845114223
NGC6503,5.31,117.0,-0.157257744146189,-0.5426416118509746
NGC6503,6.07,116.0,-0.22280765917846387,-0.6493576254229231
NGC6503,6.83,116.0,-0.27403967178473887,-0.7362851598880433
NGC6503,7.59,116.0,-0.3198607439986867,-0.8145224204818348
NGC6503,8.35,115.0,-0.36882574133342194,-0.8898295687680395
NGC6503,9.11,115.0,-0.40665764282281813,-0.9553379793287624
NGC6503,9.86,116.0,-0.43349588304441755,-1.010119265695767
NGC6503,10.64,117.0,-0.45910485102374937,-1.0640554224813688
NGC6503,11.38,117.0,-0.4883054851237724,-1.1125227454332864
NGC6503,12.12,118.0,-0.5082735517750598,-1.156108195628392
NGC6503,12.86,117.0,-0.5414041916529232,-1.1951198618249146
NGC6503,13.7,116.0,-0.576339535259613,-1.2386695497907458
NGC6503,14.44,115.0,-0.6067064590834401,-1.2797203714675556
NGC6503,15.18,117.0,-0.6134349946241816,-1.320546333086546
NGC6503,15.91,116.0,-0.6412891477497877,-1.3578951210814623
NGC6503,16.65,115.0,-0.6685535036921585,-1.3901387681840662
NGC6503,17.49,115.0,-0.6899290753284963,-1.4279680910518109
NGC6503,18.23,115.0,-0.7079259345047962,-1.4627577546215418
NGC6503,18.97,114.0,-0.7327925747727605,-1.498747278427383
NGC6503,19.71,115.0,-0.7418258901292631,-1.530259082262227
NGC6503,20.45,114.0,-0.7654185562274586,-1.559636540499324
NGC6503,21.29,116.0,-0.7677946295415289,-1.591330999575661
NGC6503,22.03,115.0,-0.7901537630005875,-1.6198500690919262
NGC6503,22.76,118.0,-0.781943189667826,-1.6469917886339198
NGC6503,23.5,115.0,-0.8182071281215562,-1.67515248594786
NGC6674,2.5,206.0,0.661259485509226,0.48298536906350015
NGC6674,7.49,285.0,0.46667295576051065,0.044532594264513274
NGC6674,12.54,291.0,0.26095349492007375,-0.1680250094838108
NGC6674,17.45,274.0,0.06517074778853396,-0.370700221234761
NGC6674,22.47,266.0,-0.07037474571403816,-0.5413230055564854
NGC6674,27.48,255.0,-0.19447131407664575,-0.6806728497392363
NGC6674,32.5,250.0,-0.2845382901918424,-0.8119948399954512
NGC6674,37.51,242.0,-0.37505127874690347,-0.9285694366069195
NGC6674,42.42,237.0,-0.44660891871737857,-1.0239559984218478
NGC6674,47.44,235.0,-0.5025439023697769,-1.1150421995608353
NGC6674,52.45,236.0,-0.5424564331464068,-1.2066698158415798
NGC6674,57.47,242.0,-0.5603454117298783,-1.2742085000921668
NGC6674,62.48,246.0,-0.5824057532195288,-1.3400617479890213
NGC6674,67.4,242.0,-0.6295641111315006,-1.4114436282979452
NGC6674,72.41,242.0,-0.6607027620767464,-1.4839480668667748
NGC6789,0.1,13.9,-0.2825053460488531,-1.001835895759824
NGC6789,0.3,29.9,-0.09431382462784633,-0.7264414257339314
NGC6789,0.51,46.7,0.06252863847724469,-0.755965821159473
NGC6789,0.71,60.4,0.14228058196614513,-0.8524900222748738
NGC6946,0.19,153.0,1.5220943141253254,1.7365490178451355
NGC6946,0.56,130.0,0.9111637310504298,1.0226133183286752
NGC6946,0.94,128.0,0.6727571391389948,0.6985606018108359
NGC6946,1.22,134.0,0.5993148194978238,0.553736736784671
NGC6946,1.59,129.0,0.45124734972100317,0.4341187565481491
NGC6946,1.96,131.0,0.37375157339800924,0.341545956844627
NGC6946,2.34,138.0,0.34200736883528693,0.2865117845523163
NGC6946,2.71,139.0,0.2845253630767412,0.26519400973267293
NGC6946,2.99,143.0,0.26646594004865065,0.22801695067346978
NGC6946,3.37,146.0,0.23254086414049224,0.1917976417698206
NGC6946,3.74,154.0,0.2336348929154027,0.1541531336117561
NGC6946,4.12,161.0,0.23021958947352156,0.12024583097461167
NGC6946,4.4,167.0,0.23344531925193582,0.10297675711653348
NGC6946,4.77,173.0,0.22903888066043368,0.08450401343709335
NGC6946,5.15,176.0,0.2106831600300654,0.06801085348993427
NGC6946,5.52,178.0,0.1903659803315458,0.06197828964831317
NGC6946,5.89,180.0,0.17189476886246727,0.03499929118701068
NGC6946,6.17,179.0,0.14688595136950142,0.002044454903413671
NGC6946,6.55,180.0,0.12576876365778583,-0.026321043373875204
NGC6946,6.92,181.0,0.10671610872456799,-0.04638610172947077
NGC6946,7.3,179.0,0.07384825528228722,-0.07923884259993803
NGC6946,7.58,179.0,0.05750190977068957,-0.10861101287923348
NGC6946,7.95,179.0,0.03680398674627282,-0.149163229322627
NGC6946,8.33,178.0,0.011660056653957139,-0.18858045306332316
NGC6946,8.7,177.0,-0.012107666452048476,-0.21497316470132682
NGC6946,9.08,176.0,-0.0355954594498287,-0.24073878603720583
NGC6946,9.36,173.0,-0.06371858903755762,-0.26165379700437613
NGC6946,9.73,172.0,-0.08559089301029733,-0.29199360375796984
NGC6946,10.1,172.0,-0.10179942652458795,-0.320360122699624
NGC6946,10.48,170.0,-0.12799838644820327,-0.3495728174817922
NGC6946,10.76,171.0,-0.13435499710310592,-0.370667654022251
NGC6946,11.13,174.0,-0.13393161432655218,-0.3993908063172999
NGC6946,11.51,174.0,-0.14851177362163562,-0.42598822957018406
NGC6946,11.88,175.0,-0.15727528982962913,-0.45100837742717764
NGC6946,12.26,174.0,-0.17592692017424,-0.4749045765701108
NGC6946,12.54,173.0,-0.19074027679415,-0.49150434579974656
NGC6946,12.91,173.0,-0.20336898256587274,-0.5127697518576161
NGC6946,13.29,173.0,-0.2159677212421844,-0.5327092097206433
NGC6946,13.66,175.0,-0.21790954852996813,-0.5508732781012334
NGC6946,14.03,174.0,-0.23449412102020373,-0.5694131582808868
NGC6946,14.31,171.0,-0.258182359532512,-0.5829217540992844
NGC6946,14.69,167.0,-0.2901238000521332,-0.6069311743727606
NGC6946,15.06,165.0,-0.3113920299939125,-0.6322064474875472
NGC6946,15.44,163.0,-0.33280703374884496,-0.6550641833042765
NGC6946,15.72,162.0,-0.3459574591751705,-0.6698075544743161
NGC6946,16.09,161.0,-0.36143923859237337,-0.7196096775613982
NGC6946,16.47,159.0,-0.3824342970858946,-0.740302576910124
NGC6946,16.84,158.0,-0.3975628598118287,-0.7597261592755546
NGC6946,17.21,157.0,-0.4125165120661361,-0.7788570323200048
NGC6946,17.5,157.0,-0.4197736904248702,-0.7937327260589996
NGC6946,17.87,157.0,-0.42886019424422006,-0.8121496179931369
NGC6946,18.24,160.0,-0.42131981523759104,-0.8299494210229595
NGC6946,18.62,159.0,-0.4357203745614641,-0.8478837533923822
NGC6946,18.9,160.0,-0.4367567854184378,-0.8609933292226989
NGC6946,19.27,158.0,-0.45610248730365105,-0.8772240702445815
NGC6946,19.65,155.0,-0.4812341049279058,-0.8929663050187001
NGC6946,20.02,157.0,-0.4781997148818756,-0.9112297155231305
NGC6946,20.4,154.0,-0.5031236723100159,-0.92913405997928
NGC7331,2.67,221.0,0.693738339448603,0.8076820646723456
NGC7331,3.21,237.0,0.6744567130582925,0.7695970789278636
NGC7331,3.74,249.0,0.6509921454339492,0.7393574384319079
NGC7331,4.27,250.0,0.5969171957620082,0.6822875302847042
NGC7331,4.81,253.0,0.5555610194207609,0.6230576104179816
NGC7331,5.35,257.0,0.5229775180843175,0.5802370535929923
NGC7331,5.88,257.0,0.4819539740294073,0.5226936171677399
NGC7331,6.41,257.0,0.4444732705867284,0.4716894509326151
NGC7331,7.48,257.0,0.37742970224108446,0.36730871584900016
NGC7331,8.55,255.0,0.3125792995826944,0.25485696478513514
NGC7331,9.62,248.0,0.23719334305757633,0.1692230583800051
NGC7331,10.66,247.0,0.18910175527173473,0.09442142893661154
NGC7331,11.74,246.0,0.1436671707381193,0.02245514714380678
NGC7331,12.83,244.0,0.09801804974548706,-0.037651148025674985
NGC7331,13.91,242.0,0.055768655411772894,-0.09465443898136659
NGC7331,15.0,238.0,0.008527708500299344,-0.1514334641004426
NGC7331,16.08,236.0,-0.02899698502926249,-0.2030794866578057
NGC7331,17.07,233.0,-0.06605662561973892,-0.2446859749224569
NGC7331,18.15,234.0,-0.08897986110888889,-0.28250019388442277
NGC7331,19.24,236.0,-0.10691600831862419,-0.315781341952551
NGC7331,20.32,237.0,-0.12696195814871716,-0.35056880572513915
NGC7331,21.41,238.0,-0.14599769973845772,-0.39202220884715294
NGC7331,22.49,240.0,-0.16010191856946338,-0.4318618169005833
NGC7331,23.48,238.0,-0.18607912501959623,-0.4655685022871251
NGC7331,24.57,237.0,-0.20944341101691638,-0.506193747181099
NGC7331,25.65,236.0,-0.23179831006466514,-0.544084722153444
NGC7331,26.74,238.0,-0.24254243536998488,-0.579725529966641
NGC7331,27.82,239.0,-0.25609627031679544,-0.6153475688146899
NGC7331,28.91,239.0,-0.2727872363314257,-0.6517268526832939
NGC7331,29.89,241.0,-0.2800267764465873,-0.6842166232852138
NGC7331,30.98,236.0,-0.31379235404001726,-0.7190586388468811
NGC7331,32.06,236.0,-0.32867445863495615,-0.7505404193361099
NGC7331,33.15,239.0,-0.3322226774015598,-0.7790227117166966
NGC7331,34.23,237.0,-0.3534451536747125,-0.8065468645014184
NGC7331,35.32,241.0,-0.3525215563128375,-0.8348163538953401
NGC7331,36.31,238.0,-0.3754072813569117,-0.864573299904623
NGC7793,0.11,9.1,-0.6918448470730811,-0.040367694271671646
NGC7793,0.14,17.6,-0.22363764660698168,-0.06365013360432614
NGC7793,0.17,19.3,-0.22786924991976965,-0.08071998510094779
NGC7793,0.21,24.8,-0.10185087963853,-0.08810726641078777
NGC7793,0.24,30.0,0.005496321170675563,-0.09033665113459977
NGC7793,0.28,35.0,0.0724431108012887,-0.09774948246705337
NGC7793,0.32,38.3,0.09271262306029626,-0.10323460216477959
NGC7793,0.35,42.7,0.14825275914272887,-0.10580978930555243
NGC7793,0.39,47.0,0.1845961622878925,-0.10963996675298991
NGC7793,0.42,49.8,0.20267444856449138,-0.11353538989141423
NGC7793,0.46,52.2,0.204048227765907,-0.11625208181337969
NGC7793,0.49,53.4,0.1963514874715559,-0.11673946006301121
NGC7793,0.53,54.6,0.18157446925164217,-0.11513579693828652
NGC7793,0.56,55.5,0.17186299268210878,-0.11658388686228384
NGC7793,0.6,55.9,0.14813741883215972,-0.12602242372575354
NGC7793,0.63,58.3,0.1634616135074032,-0.1327504864327241
NGC7793,0.66,59.3,0.15803050462961327,-0.13727234677497305
NGC7793,0.7,59.5,0.135400944885799,-0.14130596154992398
NGC7793,0.87,59.1,0.035120762586849014,-0.16680640200437125
NGC7793,1.05,62.6,0.0034244207938779717,-0.20211326130653107
NGC7793,1.22,65.6,-0.021087098480470915,-0.2321756530755918
NGC7793,1.4,70.7,-0.01582415464148245,-0.2528563642433978
NGC7793,1.57,73.9,-0.027145722176625517,-0.2607285775489098
NGC7793,1.75,78.5,-0.021833681752832595,-0.26474909995493406
NGC7793,1.92,82.4,-0.019981751866361277,-0.2534940053184696
NGC7793,2.1,87.1,-0.010717931275636132,-0.24360649946166693
NGC7793,2.27,89.6,-0.019944784425915574,-0.2412787334434735
NGC7793,2.45,94.9,-0.003168606066990393,-0.26571286790600834
NGC7793,2.62,98.1,-0.003498223116891715,-0.29356869716824946
NGC7793,2.79,99.3,-0.020240652839878474,-0.31155434991596465
NGC7793,2.97,98.6,-0.053537565991833215,-0.32790835606899493
NGC7793,3.16,101.0,-0.059579281610161926,-0.34793442104499483
NGC7793,3.33,103.0,-0.06530473065301878,-0.3709383145706099
NGC7793,3.51,107.0,-0.05507450765244799,-0.39492581669509674
NGC7793,3.68,114.0,-0.02057306255761574,-0.41560320020325037
NGC7793,3.85,112.0,-0.05555963072518075,-0.44264004441451354
NGC7793,4.03,114.0,-0.060030290025207544,-0.4701908989868206
NGC7793,4.2,116.0,-0.06286825850110674,-0.4980196361560809
NGC7793,4.38,114.0,-0.09619935438819763,-0.5263066837908214
NGC7793,4.73,114.0,-0.1295863846219097,-0.5740806853784252
NGC7793,5.25,109.0,-0.21384125408175284,-0.6347968151051994
NGC7793,5.78,107.0,-0.2716952296071531,-0.7064173564241804
NGC7793,6.3,105.0,-0.32549689787074876,-0.7703824850266758
NGC7793,6.82,101.0,-0.39367657364823705,-0.8290992736451045
NGC7793,7.35,94.5,-0.48395866862271225,-0.8962480428958346
NGC7793,7.87,90.8,-0.5483379818739376,-0.9595926398992137
NGC7814,0.63,265.0,1.4786162518629908,1.5574931523698874
NGC7814,1.72,250.0,0.9918166238794831,1.0148405630650077
NGC7814,2.79,233.0,0.7205726922213971,0.6941229013798323
NGC7814,3.91,230.0,0.5627439680822757,0.4685042611463234
NGC7814,5.03,228.0,0.44576676238793694,0.2923137791822256
NGC7814,6.14,228.0,0.3591663763026967,0.14151236313049562
NGC7814,7.26,227.0,0.2825801471291085,0.009564545119064011
NGC7814,8.37,226.0,0.21695647374449856,-0.10062466074624885
NGC7814,9.5,223.0,0.15035117425043024,-0.20071492224975912
NGC7814,10.65,219.0,0.08500367534843689,-0.2916500897621335
NGC7814,11.74,216.0,0.03070445883322286,-0.3709444127490624
NGC7814,12.82,214.0,-0.015595425041460203,-0.44560115230448194
NGC7814,14.01,214.0,-0.054145535144436166,-0.5239995794685021
NGC7814,15.09,214.0,-0.0863966396342514,-0.5862466819193486
NGC7814,16.18,214.0,-0.11668591713491505,-0.6429085057729731
NGC7814,17.36,214.0,-0.14725712069913466,-0.7038399381795251
NGC7814,18.44,214.0,-0.17346831657627215,-0.7563257494095118
NGC7814,19.53,214.0,-0.198409643146516,-0.8063979078398057
PGC51017,0.33,20.5,-0.46354116432342213,-1.164211366905272
PGC51017,0.99,19.9,-0.9664639883351799,-1.0677231184761369
PGC51017,1.65,19.3,-1.214904272755402,-1.237140230246803
PGC51017,2.31,18.8,-1.3838312279218279,-1.4167515998195772
PGC51017,2.97,18.2,-1.521148619904106,-1.5523572453969612
PGC51017,3.63,18.3,-1.603539392132297,-1.641635763819356
UGC00128,1.25,34.1,-0.5999362015801043,-1.026851783882159
UGC00128,3.75,78.4,-0.3539340889158853,-1.0540423939755028
UGC00128,6.25,96.9,-0.3917674097995878,-1.2410834488457596
UGC00128,8.76,108.0,-0.4441915417512246,-1.3471488925879809
UGC00128,11.25,113.0,-0.5135305820375851,-1.4110189870408798
UGC00128,13.74,114.0,-0.5927119766076296,-1.424049828380427
UGC00128,16.22,121.0,-0.6130150557992803,-1.4354818572343426
UGC00128,18.71,126.0,-0.6398676438219274,-1.4523147105208998
UGC00128,21.3,128.0,-0.6824946107000442,-1.4744805983000584
UGC00128,23.79,129.0,-0.7237499679958116,-1.4920432183005163
UGC00128,26.28,129.0,-0.7669808868462885,-1.525159021990581
UGC00128,28.77,131.0,-0.7929322171358407,-1.5405490771204295
UGC00128,31.25,131.0,-0.8288423769256088,-1.5864818999577281
UGC00128,33.74,131.0,-0.8621374334986212,-1.6596901431233866
UGC00128,36.23,127.0,-0.9199958386796664,-1.7115318137441555
UGC00128,38.82,126.0,-0.9568493873742615,-1.750770318594996
UGC00128,41.31,130.0,-0.9567034369199559,-1.7973084662061365
UGC00128,43.8,132.0,-0.968861194649443,-1.853726850476632
UGC00128,46.28,134.0,-0.9797187001071399,-1.9077120267538892
UGC00128,48.77,129.0,-1.0355082815501118,-1.9657336833077321
UGC00128,51.26,132.0,-1.0371656859935687,-2.017827344872529
UGC00128,53.75,125.0,-1.1050933891285735,-2.0632124462010584
UGC00191,0.62,29.9,-0.40958425940643783,-0.9790968670332504
UGC00191,0.87,34.4,-0.43493731403260155,-0.8946735977113673
UGC00191,1.12,46.3,-0.2865909871913186,-0.8966178485099296
UGC00191,1.37,49.8,-0.31079682819401494,-0.9156220689920624
UGC00191,1.62,57.6,-0.25720499425325016,-0.9475356805355802
UGC00191,2.3,71.3,-0.22408372287090494,-0.9812255272318828
UGC00191,4.97,76.65,-0.49586701690958745,-1.1071849422495539
UGC00191,7.45,81.0,-0.6237211815480366,-1.1902963848469212
UGC00191,9.98,83.85,-0.7206593539602053,-1.3509401945083404
UGC00634,4.51,69.75,-0.5356230645437334,-1.1002578293879461
UGC00634,9.01,97.7,-0.54347061009856,-1.2357909973264913
UGC00634,13.51,108.0,-0.6323427846051743,-1.376757535535279
UGC00634,18.01,107.5,-0.7612317308733283,-1.589685253713239
UGC00731,0.91,29.6,-0.5849929167602598,-2.0331963043245502
UGC00731,1.81,44.6,-0.527543804001944,-1.8423861434407092
UGC00731,2.73,50.4,-0.5998365207067486,-1.8701090259471722
UGC00731,3.64,56.8,-0.6209396587840614,-1.6682911991903082
UGC00731,4.55,60.7,-0.6601689610636404,-1.6649677365518543
UGC00731,5.45,64.7,-0.6831228874962849,-1.6573367139823707
UGC00731,6.36,68.0,-0.7069742367929844,-1.5582010819900207
UGC00731,7.28,71.5,-0.7220542422679191,-1.4267422552175246
UGC00731,8.19,73.4,-0.7504267284853205,-1.3887175209270803
UGC00731,9.09,74.0,-0.7886353903170583,-1.409856642774693
UGC00731,10.0,73.8,-0.8324222229109601,-1.4277993042406674
UGC00731,10.91,73.9,-0.8690708203557337,-1.4727036249042413
UGC00891,1.48,24.35,-0.9657987308506943,-1.3133817910200642
UGC00891,2.97,43.55,-0.7633150771868916,-1.3154469946297613
UGC00891,4.45,54.15,-0.7496980356152965,-1.368001192190215
UGC00891,5.94,60.15,-0.7838501281865098,-1.5349182277144675
UGC00891,7.39,63.75,-0.8282190067398834,-1.6749054135471069
UGC01230,0.78,19.8,-0.8672991687244614,-1.0977830530799113
UGC01230,2.35,55.4,-0.45258327937192,-0.9866730787737674
UGC01230,3.91,88.5,-0.26682516255725913,-1.0771336803771088
UGC01230,5.48,105.0,-0.2649369069015362,-1.1075698280836392
UGC01230,7.03,106.0,-0.36487854104732675,-1.1538969055354011
UGC01230,8.6,103.0,-0.4773589483902666,-1.2034577570294838
UGC01230,13.27,109.0,-0.6165528735402315,-1.3122237940724135
UGC01230,14.85,113.0,-0.634104513243435,-1.335917986343958
UGC01230,25.8,105.0,-0.9377760543803972,-1.5174333977866719
UGC01230,32.01,103.0,-1.048146171290831,-1.6792931375869398
UGC01230,36.54,103.0,-1.1056290401632178,-1.8183496479845298
UGC01281,0.38,7.71,-1.3742097870719394,-2.0298008555228724
UGC01281,0.54,11.0,-1.2181433360635616,-1.8406955871611033
UGC01281,0.69,14.2,-1.1028073485281855,-1.8033384375615105
UGC01281,0.84,17.2,-1.021757338803827,-1.7667593557514072
UGC01281,1.0,20.2,-0.9578322076637957,-1.7220645351415016
UGC01281,1.15,23.2,-0.8982568171288555,-1.702316719872432
UGC01281,1.3,26.4,-0.8392704451242179,-1.545706380213547
UGC01281,1.46,29.3,-0.7991525616332614,-1.5156178995995695
UGC01281,1.61,31.6,-0.7759866573520853,-1.4615609652529875
UGC01281,1.76,34.6,-0.7358954167856399,-1.430645742773473
UGC01281,1.92,37.4,-0.7060929708596325,-1.3949248831383085
UGC01281,2.07,39.9,-0.6825595006404646,-1.3792937025348733
UGC01281,2.22,42.2,-0.6642630190843342,-1.3606763256972032
UGC01281,2.38,44.4,-0.6503459633843155,-1.3531382346960146
UGC01281,2.53,46.7,-0.6330217066006368,-1.3526638323832594
UGC01281,2.68,48.5,-0.6251862633813048,-1.3544809710963794
UGC01281,2.76,49.3,-0.623750190067801,-1.3593495271894744
UGC01281,3.07,53.0,-0.6071215828326517,-1.3781926159000852
UGC01281,3.46,54.1,-0.641216515136681,-1.3909824339136223
UGC01281,3.83,55.0,-0.6710083415371784,-1.4342286053868911
UGC01281,4.23,55.7,-0.7031649235846279,-1.49290180260682
UGC01281,4.62,56.4,-0.7306187141464842,-1.4917331201163357
UGC01281,4.99,56.9,-0.7564109593902908,-1.4996444294323812
UGC02023,0.76,15.1,-1.0913946442514957,-1.2608766555959379
UGC02023,1.51,28.0,-0.8531958311657742,-0.9978740398278279
UGC02023,2.27,37.6,-0.7741851138948439,-1.016880779507746
UGC02023,3.03,47.9,-0.6893065482302219,-1.0958671112144693
UGC02023,3.78,58.8,-0.6072720942419917,-1.1259051999542944
UGC02259,1.02,56.1,-0.07920939580663805,-1.074038362958895
UGC02259,2.04,71.1,-0.17442591252340942,-1.0245628955448596
UGC02259,3.05,80.7,-0.2390877164596882,-1.0427714866784643
UGC02259,4.07,82.8,-0.34206868221250303,-1.0796562841226356
UGC02259,5.09,83.7,-0.42980181290728203,-1.1774260371293452
UGC02259,6.11,86.0,-0.4855792543124621,-1.2325233908288644
UGC02259,7.13,88.3,-0.5297030692537716,-1.2871074480394804
UGC02259,8.14,90.0,-0.5706743325675947,-1.3915025450640044
UGC02455,0.5,16.9,-0.8117315416657149,-0.33753903101230975
UGC02455,1.0,23.9,-0.8117391446607679,-0.2415874481083799
UGC02455,1.51,28.2,-0.8470136772114905,-0.24745932621748376
UGC02455,2.01,33.0,-0.8347031242217571,-0.3736932865936259
UGC02455,2.52,39.1,-0.7855819725468537,-0.46478288290217606
UGC02455,3.02,43.8,-0.7655936685059949,-0.5345991637504047
UGC02455,3.52,53.1,-0.6648885678722362,-0.6159332672312722
UGC02455,4.03,61.0,-0.6031803226766187,-0.6946335143746819
UGC02487,9.93,377.0,0.5871985053591613,0.2326953014960276
UGC02487,10.05,377.0,0.5819816920980349,0.2281483851482811
UGC02487,10.35,378.0,0.5715083033244709,0.21779735345828377
UGC02487,15.07,367.0,0.3826839296325036,0.015772746434423827
UGC02487,20.09,364.0,0.2506878839928196,-0.14988878626891922
UGC02487,25.12,375.0,0.17950795383323595,-0.28855241258069897
UGC02487,30.14,383.0,0.1187193534015892,-0.40513623501627816
UGC02487,35.17,378.0,0.040276284800464884,-0.5336222750999959
UGC02487,40.19,364.0,-0.05045018545096615,-0.6502390352294452
UGC02487,45.21,349.0,-0.1381185996729777,-0.7513710063482858
UGC02487,50.24,338.0,-0.21175117673087349,-0.843827926195005
UGC02487,55.26,332.0,-0.2686696597294632,-0.9249936233436328
UGC02487,60.28,330.0,-0.3116803104438625,-0.9943786511411373
UGC02487,65.31,329.0,-0.34912283441785147,-1.0641337782992775
UGC02487,70.33,330.0,-0.37864768421467443,-1.128197478919918
UGC02487,75.35,332.0,-0.4033420357996213,-1.1911853364798126
UGC02487,80.38,333.0,-0.42879448140041954,-1.2520433081582563
UGC02885,1.7,305.0,1.1696158107582546,0.9312346051346172
UGC02885,3.41,257.0,0.718576921113048,0.6045222364628946
UGC02885,6.82,256.0,0.41416060941017685,0.25997061748475125
UGC02885,13.67,271.0,0.16163512062394597,-0.09434798000418268
UGC02885,19.49,282.0,0.04215143096405758,-0.2964981492392116
UGC02885,23.36,287.0,-0.021243991529420515,-0.38504816550412896
UGC02885,27.24,283.0,-0.10016917874921032,-0.47040155904499886
UGC02885,31.22,280.0,-0.16865178259900346,-0.5611114651135345
UGC02885,35.1,280.0,-0.21952600033842895,-0.6400400119667371
UGC02885,38.97,281.0,-0.2618527125395738,-0.7006343330550441
UGC02885,42.85,282.0,-0.29998755617753803,-0.758339970846158
UGC02885,46.73,287.0,-0.3223669341133719,-0.8358794719600748
UGC02885,50.71,292.0,-0.3428628542080799,-0.8767018167174804
UGC02885,54.58,298.0,-0.3571359497384105,-0.9035374922285118
UGC02885,58.46,298.0,-0.3869612294259504,-0.9419951536403253
UGC02885,62.34,298.0,-0.4148692163453539,-0.9936392828979715
UGC02885,66.21,298.0,-0.44102600628585026,-1.0406037296706594
UGC02885,70.19,298.0,-0.4663776608167459,-1.0729060942148467
UGC02885,74.07,298.0,-0.48974476305612746,-1.1133990542639285
UGC02916,0.37,183.0,1.3881655088368208,0.8945908768259568
UGC02916,0.74,196.0,1.1467454764249327,0.974831912431956
UGC02916,1.11,205.0,1.009649796767808,0.9171179174604964
UGC02916,1.48,211.0,0.9097682486433847,0.8742875501043759
UGC02916,1.84,214.0,0.827474777131802,0.8464886153534886
UGC02916,2.21,214.0,0.7479003264562277,0.817230178213239
UGC02916,2.6,213.0,0.6732509123496142,0.7694580110667438
UGC02916,2.96,211.0,0.6087382529794034,0.7010043037223045
UGC02916,3.17,210.0,0.5748443806930438,0.6717144215640879
UGC02916,3.33,209.0,0.5493133921587449,0.6462525223327613
UGC02916,3.7,207.0,0.49520402028979726,0.589280746595817
UGC02916,4.07,206.0,0.44960508495604345,0.5331817156311233
UGC02916,4.44,205.0,0.4075898054398455,0.47709733423323225
UGC02916,4.81,205.0,0.37282769918063363,0.4220237299456984
UGC02916,5.18,206.0,0.3448697344360306,0.36904279657779077
UGC02916,5.55,207.0,0.319112761234116,0.3164981558421158
UGC02916,5.92,208.0,0.29527001664556,0.26706683491668803
UGC02916,6.28,210.0,0.2779439991735992,0.22258971209416623
UGC02916,6.34,210.0,0.2738143850290626,0.2156274131256182
UGC02916,6.65,212.0,0.26131512999735496,0.18075952134597906
UGC02916,7.03,214.0,0.24533727512151446,0.14070473198434638
UGC02916,7.39,215.0,0.22769753487934172,0.10492504039098828
UGC02916,7.77,216.0,0.20995153694390425,0.0687195678006948
UGC02916,8.14,217.0,0.19376011625081455,0.036371090706594146
UGC02916,8.51,218.0,0.1784484805675785,0.004922208813782892
UGC02916,8.88,218.0,0.15996507487356537,-0.025420095232883407
UGC02916,9.25,218.0,0.14223630791313382,-0.05308548801134321
UGC02916,9.52,218.0,0.129741092267692,-0.07331822673070142
UGC02916,9.62,218.0,0.12520296861435348,-0.08066264460034867
UGC02916,9.99,217.0,0.10481903291403351,-0.10701235230557879
UGC02916,10.4,217.0,0.0873511818412354,-0.13519559860695798
UGC02916,10.71,216.0,0.07058308491296286,-0.15483656946577995
UGC02916,11.12,215.0,0.05023718602812871,-0.18053659042742085
UGC02916,12.67,212.0,-0.018639839582981724,-0.26698537156645746
UGC02916,12.98,211.0,-0.03324472842600834,-0.28249257352048557
UGC02916,15.86,209.0,-0.1285455573165202,-0.4055201937728411
UGC02916,19.05,215.0,-0.18355300673747074,-0.5045556381303778
UGC02916,22.14,215.0,-0.24883564326853663,-0.5824638991725272
UGC02916,25.34,210.0,-0.3279029676366273,-0.6674554296331155
UGC02916,28.53,196.0,-0.43932457550116755,-0.7569605122307901
UGC02916,31.72,185.0,-0.5355246683965817,-0.8481574064033728
UGC02916,34.91,182.0,-0.5913420194010724,-0.9243714555367957
UGC02916,38.0,181.0,-0.6329613934354844,-0.993105063895622
UGC02953,0.09,231.0,2.2044465037879206,1.1407973803961782
UGC02953,0.17,231.0,1.9282400918489715,1.4300019899735659
UGC02953,0.26,231.0,1.7437156652564274,1.4890994744351607
UGC02953,0.34,231.0,1.6272100961849902,1.4604492573672898
UGC02953,0.43,232.0,1.5289725676451695,1.4081417595988688
UGC02953,0.51,232.0,1.4548708471268197,1.3626929728704225
UGC02953,0.6,232.0,1.3842897728411125,1.3179530489438374
UGC02953,0.69,232.0,1.3235919324875007,1.276351049526055
UGC02953,0.77,233.0,1.2796861703225129,1.2427196700465137
UGC02953,0.86,233.0,1.231678444251427,1.2064150185690101
UGC02953,0.95,234.0,1.1921731629743948,1.173059506193828
